Dist,Elev
379.733593,1314.679709
379.850654,1314.675244
381.091113,1314.670377
381.346012,1314.660563
381.606804,1314.675716
382.269466,1314.682099
382.949396,1314.693324
383.902785,1314.704470
385.118304,1314.691258
385.717480,1314.698366
385.751894,1314.716066
385.850730,1314.735429
386.033036,1314.747564
386.344825,1314.751924
386.400854,1314.761937
386.452606,1314.770858
386.524821,1314.753213
386.630056,1314.762351
386.821354,1314.763413
387.299020,1314.755872
387.314818,1314.757767
387.422336,1314.755647
387.514678,1314.759132
387.788161,1314.758928
387.854328,1314.757145
388.005497,1314.745041
388.396907,1314.739067
388.481260,1314.714417
390.271794,1314.705518
391.056159,1314.691170
391.484290,1314.703104
391.822270,1314.614154
