Dist,Elev
269.335447,1340.295155
270.093338,1340.304897
270.482918,1340.306817
270.879684,1340.304544
271.678417,1340.306403
271.957871,1340.301447
272.76574,1340.298255
273.6117,1340.289959
274.32505,1340.298296
274.733198,1340.295895
276.957533,1340.294844
277.496139,1340.289133
278.197922,1340.287226
278.412428,1340.281211
279.111119,1340.273794
279.179675,1340.268618
279.76311,1340.263904
280.32755,1340.259872
280.492818,1340.264363
280.663969,1340.269122
280.956942,1340.278167
281.084837,1340.278151
281.30432,1340.280539
281.534677,1340.279868
281.77868,1340.283738
281.913667,1340.287941
282.073647,1340.288837
282.295083,1340.292037
282.697213,1340.299449
282.989457,1340.300764
283.372362,1340.311394
284.238154,1340.322643
284.365869,1340.315268
284.499536,1340.315062
286.244058,1340.33005
286.391335,1340.327251
286.905488,1340.332718
288.177922,1340.335955
288.832163,1340.33436
289.001156,1340.330909
289.47312,1340.339085
290.663773,1340.337282
292.535898,1340.326975
293.456538,1340.333951
297.73222,1340.320864
300.049467,1340.326733
301.993231,1340.321436
302.344891,1340.325105
303.903854,1340.319328
304.954735,1340.322207
305.509612,1340.328389
305.645442,1340.327555
305.93327,1340.317877
306.697726,1340.312233
307.080056,1340.313928
307.822059,1340.312439
308.137223,1340.315439
309.295853,1340.313519
311.166067,1340.143958
316.367963,1340.313995
316.752598,1340.318794
317.983595,1340.317254
319.902972,1340.306018
321.062657,1340.303212
321.497196,1340.298492
322.186686,1340.300369
323.192141,1340.295077
323.854473,1340.286173
325.013082,1340.277875
325.680206,1340.281234
325.847921,1340.278113
326.588726,1340.282041
328.409698,1340.284752
329.428952,1340.222899
330.649649,1340.143393
331.292451,1340.130934
331.80753,1340.107271
332.018355,1340.102684
332.333124,1340.074999
333.443291,1340.011394
333.447776,1340.011289
333.452092,1340.011285
333.45588,1340.011203
333.461307,1340.011188
333.47999,1340.010952
333.484825,1340.010963
333.490584,1340.011267
333.494388,1340.011218
333.503801,1340.01126
333.506317,1340.011209
333.514172,1340.011388
333.530936,1340.011435
333.5419,1340.011275
333.545316,1340.011156
333.552159,1340.011333
333.555378,1340.011212
333.559209,1340.011487
333.5653,1340.011708
333.5919,1340.011322
333.597805,1340.010935
333.611522,1340.011516
333.618492,1340.011538
333.642519,1340.011109
333.65326,1340.010987
333.665067,1340.011485
333.676885,1340.011632
340.1896,1340.078847
341.859428,1340.097518
341.936673,1340.098514
343.390731,1340.120827
343.529255,1340.122655
344.767844,1340.141076
345.199082,1340.13395
345.249557,1340.133188
345.364937,1340.135967
345.909119,1340.133469
346.187602,1340.12403
346.798034,1340.076339
346.86891,1340.070481
347.475376,1340.020939
347.902874,1340
348.538737,1339.965946
350.208565,1339.879037
351.878392,1339.794845
353.548219,1339.713562
355.218047,1339.63537
356.887874,1339.560448
358.01826,1339.512057
358.53686,1339.510184
358.557702,1339.510643
358.649067,1339.51271
359.136874,1339.49767
359.238937,1339.49792
359.68247,1339.525887
360.160137,1339.519049
360.408917,1339.518548
360.556365,1339.521634
360.941923,1339.524003
361.214065,1339.530462
361.703077,1339.550711
362.13026,1339.553147
362.502881,1339.55147
363.534832,1339.568617
363.885388,1339.571541
364.256512,1339.587421
364.647202,1339.589579
365.250976,1339.601877
365.556637,1339.604693
366.166807,1339.603819
366.786794,1339.613387
367.949679,1339.645249
369.068103,1339.670383
369.979031,1339.698552
370.297185,1339.703658
370.726091,1339.713707
371.09258,1339.717788
371.547198,1339.724933
371.837703,1339.725184
371.989961,1339.727135
372.147852,1339.730715
372.36016,1339.731382
372.796124,1339.730101
373.168236,1339.736459
373.557702,1339.737879
374.45308,1339.740589
374.920574,1339.747317
375.42015,1339.760526
376.023129,1339.776063
376.945519,1339.790946
377.282598,1339.801079
378.389148,1339.8337
379.145047,1339.845402
379.300081,1339.847648
379.417175,1339.855689
380.860493,1339.898138
380.938747,1339.900599
381.007495,1339.901469
381.079253,1339.902299
381.309771,1339.902482
381.437113,1339.905392
381.478725,1339.904232
381.607581,1339.900698
382.505761,1339.905567
382.869943,1339.89985
382.933493,1339.898748
383.001322,1339.892177
384.117625,1339.896144
384.732392,1339.924032
384.89473,1339.931329
385.069552,1339.963222
386.343508,1340
386.474258,1340.002001
386.583906,1340.028393
386.59484,1340.02649
386.74359,1340
387.179407,1339.906501
388.157202,1339.902518
388.409553,1339.905004
388.457288,1339.906657
389.075905,1339.927686
389.233,1339.94044
389.570325,1339.937512
390.319737,1339.945683
390.689297,1339.949317
391.150845,1339.94666
391.98582,1339.952084
392.182185,1339.955972
392.234556,1339.956963
392.917082,1339.981723
393.162451,1340
394.044634,1340.137695
394.053749,1340.13912
394.61751,1340.248562
394.866167,1340.252175
395.351318,1340.286445
395.605901,1340.289761
395.907082,1340.303858
396.340216,1340.323051
396.680094,1340.348932
397.420903,1340.340096
397.76953,1340.344541
398.67296,1340.353606
398.904271,1340.344872
399.232076,1340.345867
399.631979,1340.374548
402.383614,1340.571032
402.623576,1340.568071
404.931239,1340.687435
405.032342,1340.688772
406.629319,1340.765052
407.024746,1340.763621
407.425676,1340.761782
407.527002,1340.763695
407.626735,1340.765525
407.922737,1340.766061
408.059895,1340.770507
408.657299,1340.768749
408.881123,1340.760479
