Ticker,Adj Close
GSHP3,0.8500000238418579
GUAR3,19.61000061035156
HAGA3,3.430000066757202
HAGA4,1.549999952316284
HAPV3,54.34000015258789
HBOR3,3.579999923706055
HBTS5,12.5
HETA3,4.010000228881836
HETA4,6.050000190734863
HGTX3,32.2599983215332
HOOT3,3.299999952316284
HSML12,0.1400000005960464
HYPE3,34.56999969482422
IBOV11,105712
IDNT3,2.640000104904175
IDVL3,3.0
IDVL4,3.660000085830688
IGBR3,2.269999980926514
IGTA3,46.4900016784668
INEP3,7.25
INEP4,7.96999979019165
IRBR3,37.45000076293945
ITSA4,13.63000011444092
ITUB4,35.68000030517578
JBDU3,3.339999914169312
JBDU4,1.860000014305115
JOPA4,24.5
JPSA3,31.88999938964844
KEPL11,9.09000015258789
KEPL3,23.39999961853027
